Song Name,Artist Name,Album Name,Release Date,Popularity Score,Length (ms),Grammy_won,Is pop,Is rock,Is funk,Is country,Is hip hop,Is r&b,Is rap,Is folk
I'll Get Along Somehow - Digitally Remastered 2000,Nancy Wilson,Anthology,2000-01-01,2.0,329973.0,0,0,0,0,0,0,0,0,0
Rolling in the Deep,Adele,21,2011-01-24,77.0,228093.0,1,1,0,0,0,0,0,0,0
21 Reasons - Original mix,Adele Kauffmann,21 Reasons,2023-02-20,0.0,130285.0,1,0,0,0,0,0,0,0,0
Someone Like You,Adele,21,2011-01-24,76.0,285240.0,1,1,0,0,0,0,0,0,0
Body and Soul,Tony Bennett,Duets II,2011-09-20,52.0,200586.0,1,0,0,0,0,0,0,0,0
The Bronx,Booker T. Jones,The Road From Memphis (Deluxe Edition),2011-05-10,36.0,278493.0,1,0,0,1,0,0,0,0,0
Scary Monsters and Nice Sprites,Skrillex,Scary Monsters and Nice Sprites EP,2010-12-21,57.0,243353.0,1,0,0,0,0,0,0,0,0
Walk,Foo Fighters,Wasting Light,2011-04-12,66.0,255960.0,1,0,1,0,0,0,0,0,0
White Limo,Foo Fighters,Wasting Light,2011-04-12,45.0,202466.0,1,0,1,0,0,0,0,0,0
These Boots Are Made for Walkin',Nancy Sinatra,Start Walkin' 1965-1976,2021-02-05,63.0,166133.0,1,0,0,0,0,0,0,0,0
Is This Love,Corinne Bailey Rae,The Love E.P.,2011-01-01,51.0,208636.0,1,0,0,0,0,0,0,0,0
Fool for You,CeeLo Green,Soul Lounge,2023-02-20,0.0,220653.0,1,0,0,0,0,0,0,0,0
Fool for you,Nana's Pie,Fool for you,2022-12-17,15.0,202000.0,1,0,0,0,0,0,0,0,0
Otis,JAY-Z,Watch The Throne (Deluxe),2011-08-08,68.0,178213.0,1,0,0,0,0,1,0,1,0
All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,76.0,299613.0,1,0,0,0,0,0,0,1,0
All Lights of the world,Nana-carat,Brainstorm,2020-06-18,0.0,254245.0,1,0,0,0,0,0,0,0,0
Mean,Taylor Swift,Speak Now,2010-10-25,62.0,237733.0,1,1,0,0,0,0,0,0,0
Barton Hollow,The Civil Wars,Barton Hollow,2011-02-01,44.0,205773.0,1,1,0,0,0,0,0,0,0
Meant 2 B,nanobii,Meant 2 B,2021-01-13,7.0,188000.0,1,0,0,0,0,0,0,0,0
We Owned The Night,Lady A,Own The Night,2011-09-13,47.0,197800.0,1,1,0,0,1,0,0,0,0
Best Of The Best,Terri Lyne Carrington,The Mosaic Project: LOVE and SOUL,2015-01-01,1.0,336426.0,1,0,0,0,0,0,0,0,0
The Shade of the Cedar Tree,Christian McBride Big Band,The Good Feeling,2011-09-27,6.0,497771.0,1,0,0,0,0,0,0,0,0
Let the Blessings Flow,Nancy Grandquist,The Classics,2012-04-02,4.0,314133.0,1,0,0,0,0,0,0,0,0
Hello Fear,Kirk Franklin,Hello Fear,2011-03-21,32.0,333786.0,1,0,0,0,0,0,0,0,0
Paper Airplane,Alison Krauss & Union Station,Paper Airplane,2011-01-01,30.0,216826.0,1,0,0,0,0,0,0,0,0
The Way We Talk (Hilarious),Louis C.K.,Hilarious,2010-09-18,31.0,530282.0,1,0,0,0,0,0,0,0,0
Who Can I Turn To (When Nobody Needs Me),Nancy Wilson,Gentle Is My Love,1965-01-01,30.0,162186.0,1,0,0,0,0,0,0,0,0
Paper Airplanes,The Nanker Phelge,The Empire Bank Incident,2014-04-30,0.0,143693.0,1,0,0,0,0,0,0,0,0
Harbor Lights,Nani Wolfgramm and the Islanders,20 Golden Hits of Hawaii,2004,3.0,114026.0,1,0,0,0,0,0,0,0,0
Firework,Katy Perry,Teenage Dream,2010-01-01,67.0,227893.0,0,1,0,0,0,0,0,0,0
Interlude - A Night In The Cave -,NaNa,#music,2016-09-28,0.0,56343.0,0,0,0,0,0,0,0,0,0
Grenade,Bruno Mars,Doo-Wops & Hooligans,2010-10-05,75.0,222091.0,0,1,0,0,0,0,0,0,0
Holocene,Bon Iver,Bon Iver (10th Anniversary Edition),2022-03-25,62.0,336613.0,0,0,0,0,0,0,0,0,0
Born This Way,Lady Gaga,Born This Way (Special Edition),2011-01-01,66.0,260253.0,0,1,0,0,0,0,0,0,0
...And Grenades,NANO,"Guilt, Glass... And Grenades",2017-10-13,0.0,230778.0,0,0,0,0,0,0,0,0,0
Nicki Minaj,JAZZY NANU,Nicki Minaj,2021-11-04,0.0,130459.0,0,0,0,0,0,0,0,0,0
Jugueton (Bebe Durmiendo),Nana Bebé Colecciones,Bebe Duerme (Enfriado),2021-11-01,0.0,121672.0,0,0,0,0,0,0,0,0,0
Increasing and Fading Tones,Pink Noise,50 Perfect Pink Noise Playlist,2018-04-08,0.0,180000.0,0,0,0,0,0,0,0,0,0
Yoü And I,Lady Gaga,A la hora de once,2023-02-25,0.0,307346.0,0,1,0,0,0,0,0,0,0
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,Hands All Over,2010,69.0,201160.0,0,1,0,0,0,0,0,0,0
Pumped Up Kicks,Foster The People,Torches,2011-05-23,79.0,239600.0,0,0,1,0,0,0,0,0,0
Paradise,Coldplay,Mylo Xyloto,2011-10-24,80.0,278719.0,0,1,0,0,0,0,0,0,0
Dearest,The Black Keys,Rave On Buddy Holly,2011-01-01,32.0,124920.0,0,0,1,0,0,0,0,0,0
The Lady Killer Theme - Outro,CeeLo Green,The Lady Killer,2010-11-09,16.0,58626.0,0,0,0,0,0,0,0,0,0
Save The World,Swedish House Mafia,Save The World,2011-05-13,63.0,213337.0,0,1,0,0,0,0,0,0,0
Call Your Girlfriend,Robyn,Body Talk,2010-01-01,49.0,227346.0,0,1,0,0,0,0,0,0,0
Sunshine,David Guetta,Nothing but the Beat - The Electronic Album,2011-08-24,39.0,360960.0,0,1,0,0,0,0,0,0,0
Barbra Streisand,Duck Sauce,Quack,2014-04-14,47.0,264813.0,0,0,0,0,0,0,0,0,0
Raise Your Weapon,deadmau5,4x4=12,2010-12-06,46.0,502909.0,0,0,0,0,0,0,0,0,0
Nothing Really Matters (feat. will.i.am),David Guetta,Nothing but the Beat 2.0,2011-08-24,21.0,219840.0,0,1,0,0,0,0,0,0,0
Music Is Better Than Words,Seth MacFarlane,Music Is Better Than Words,2011-01-01,18.0,200826.0,0,0,0,0,0,1,0,1,0
Bourbon Street Parade - In Concert on Broadway,"Harry Connick, Jr.",In Concert On Broadway,2011-02-28,13.0,355573.0,0,0,0,0,0,0,0,0,0
The First Noel,Susan Boyle,The Gift,2010-11-08,18.0,178200.0,0,0,0,0,0,0,0,0,0
Lotus Flower,Radiohead,The King Of Limbs,2011-02-18,55.0,300219.0,0,0,1,0,0,0,0,0,0
Down By The Water,The Decemberists,The King Is Dead,2011-01-18,47.0,221853.0,0,0,0,0,0,0,0,0,0
Every Teardrop Is a Waterfall,Coldplay,Mylo Xyloto,2011-10-24,66.0,240796.0,0,1,0,0,0,0,0,0,0
Blood In My Eyes,Sum 41,Screaming Bloody Murder,2011-01-01,41.0,256706.0,0,0,0,0,0,0,0,0,0
Public Enemy No. 1,Megadeth,Th1rt3en,2011-10-26,41.0,255333.0,0,0,1,0,0,0,0,0,0
Curl of the Burl,Mastodon,The Hunter (Deluxe),2011-09-27,34.0,220133.0,0,0,0,0,0,0,0,0,0
On the Backs of Angels,Dream Theater,A Dramatic Turn of Events,2011-08-25,37.0,522520.0,0,0,0,0,0,0,0,0,0
Speak Into The Rose,Wilco,The Whole Love (Deluxe Edition),2011,13.0,397666.0,0,0,0,0,0,0,0,0,1
"Twenty Flight Rock (feat. Brian Setzer) - Live at the Iridium, June 2010 [Live at The Iridium, June 2010]",Jeff Beck,Rock 'n' Roll Party - Honoring Les Paul,2011-02-22,8.0,224840.0,0,0,1,0,0,0,0,0,0
Circuital,My Morning Jacket,Circuital (Deluxe Edition),2022-12-09,31.0,439680.0,0,0,1,0,0,0,0,0,0
Codes and Keys,Death Cab for Cutie,Codes and Keys,2011-05-27,30.0,201933.0,0,0,0,0,0,0,0,0,0
You Are,Charlie Wilson,Just Charlie,2010-12-03,48.0,249920.0,0,1,0,0,0,0,0,1,0
Not My Daddy,Kelly Price,Not My Daddy - Single,2011-03-08,16.0,273276.0,0,0,0,0,0,1,0,1,0
Pieces Of Me,Ledisi,Pieces Of Me,2011-01-01,43.0,202733.0,0,0,0,0,0,0,1,0,0
Far Away,Marsha Ambrosius,Late Nights & Early Mornings,2011-02-25,40.0,436880.0,0,0,0,0,0,1,0,1,0
Good Man,Raphael Saadiq,Stone Rollin',2011-03-25,37.0,225213.0,0,0,0,1,0,0,1,0,0
Radio Message,R. Kelly,Love Letter,2010-12-13,27.0,230613.0,0,0,0,0,0,0,0,0,0
Sometimes I Cry,Eric Benét,Lost in Time,2010-11-26,34.0,308013.0,0,0,0,0,0,0,1,0,0
What Are You Doing New Year's Eve?,Nancy Wilson,"Yesterday's Love Songs, Today's Blues (Expanded Edition)",1963,37.0,146200.0,0,0,0,0,0,0,0,0,0
Six Organ Pieces: V. Andantino In F Minor,Nancy Metzger,Lofty Ambrosia - Organ Music Of Composers Born In The 19th Century,2008-11-25,0.0,238733.0,0,0,0,0,0,0,0,0,0
Far away,.NANO.,One,2023-01-23,30.0,60010.0,0,0,0,0,0,0,0,0,0
"3-Way Phone Call (feat. Kelly Price, Kim Burrell & Maurice Mahon)",R. Kelly,Happy People/U Saved Me,2004-08-23,29.0,423426.0,0,0,0,0,0,0,0,0,0
When a Woman Loves,R. Kelly,Love Letter,2010-12-13,36.0,310560.0,0,0,0,0,0,0,0,0,0
Second Chance,El DeBarge,Second Chance (Deluxe),2010-01-01,14.0,219573.0,0,0,0,0,0,1,0,0,0
Black and Yellow,Wiz Khalifa,Rolling Papers,2011-03-29,72.0,217666.0,0,0,0,0,0,1,0,1,0
Moment 4 Life,Nicki Minaj,Pink Friday,2010-01-01,68.0,279306.0,0,1,0,0,0,0,0,1,0
The Show Goes On,Lupe Fiasco,Lasers,2011-03-04,66.0,239613.0,0,0,0,0,0,1,0,1,0
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,F.A.M.E. (Expanded Edition),2011-03-22,68.0,222586.0,0,0,0,0,0,0,1,0,0
Motivation,Kelly Rowland,Here I Am (Deluxe Version),2011-01-01,60.0,230560.0,0,0,0,0,0,1,0,0,0
What's My Name?,Rihanna,Loud (Japan Version),2010-01-01,73.0,263173.0,0,1,0,0,0,0,0,0,0
I need a doctor,Eminem ft. - Dr. Dre Tribute Band,I need a doctor,2011-06-06,10.0,278935.0,0,0,0,0,0,0,0,0,0
Party (feat. André 3000),Beyoncé,4,2011-06-24,58.0,245480.0,0,1,0,0,0,0,1,0,0
Miss Otis Regrets (She's Unable To Lunch Today),Nancy Wilson,The Very Best Of Nancy Wilson: The Capitol Recordings 1960-1976,2007-06-18,2.0,208840.0,0,0,0,0,0,0,0,0,0
Beautiful Lasers (2 Ways) [feat. MDMA],Lupe Fiasco,Lasers,2011-03-04,33.0,241853.0,0,0,0,0,0,1,0,1,0
Mama's Song,Carrie Underwood,Play On,2009,48.0,240240.0,0,1,0,0,1,0,0,0,0
Honey Bee,Blake Shelton,Red River Blue (Deluxe Edition),2011-07-11,60.0,210720.0,0,0,0,0,1,0,0,0,0
Dirt Road Anthem,Jason Aldean,My Kinda Party,2010-11-02,68.0,229400.0,0,0,0,0,1,0,0,0,0
Are You Gonna Kiss Me Or Not,Thompson Square,Thompson Square,2011-02-08,63.0,184920.0,0,0,0,0,1,0,0,0,0
You and Tequila (feat. Grace Potter),Kenny Chesney,Hemingway's Whiskey,2010-09-28,61.0,242840.0,0,0,0,0,1,0,0,0,0
God Gave Me You,Nanz,Vintage Covers,2021-01-04,0.0,267066.0,0,0,0,0,0,0,0,0,0
Speak Now,Taylor Swift,Speak Now,2010-10-25,60.0,240760.0,0,1,0,0,0,0,0,0,0
Here For A Good Time,George Strait,Here For A Good Time,2011-01-01,61.0,180266.0,0,0,0,0,1,0,0,0,0
Red River Blue,Blake Shelton,Red River Blue (Deluxe Edition),2011-07-11,17.0,201520.0,0,0,0,0,1,0,0,0,0
My Kinda Party,Jason Aldean,My Kinda Party,2010-11-02,60.0,284960.0,0,0,0,0,1,0,0,0,0
"Sea (excerpt) [from the album Wind, Rock, Sea & Flame]",Peter Kater,"The Meditation Music of Peter Kater: Evocative, expressive instrumental music for meditation",2014-05-27,10.0,338373.0,0,0,0,0,0,0,0,0,0
Gaia,Michael Brant DeMaria,Solace,2012-06-26,8.0,292786.0,0,0,0,0,0,0,0,0,0
Northern Seas,Al Conti,Northern Seas,2010-10-05,12.0,264840.0,0,0,0,0,0,0,0,0,0
Workbench Vs. Workbench,NANORAY,TILT,2020-01-18,22.0,169343.0,0,0,0,0,0,0,0,0,0
You Are My World,nanobii,Sunshine Express,2017-07-07,11.0,216432.0,0,0,0,0,0,0,0,0,0
You're Done Doing Nothing At All,Crooks & Nannies,Soup for My Girlfriend,2015-02-04,10.0,183306.0,0,0,0,0,0,0,0,0,0
In Germany Before the War,Roseanna Vitro,The Music of Randy Newman,2011-05-10,0.0,275266.0,0,0,0,0,0,0,0,0,0
After The Love Has Gone,Kurt Elling,The Gate,2011-01-01,11.0,351853.0,0,0,0,0,0,0,0,0,0
Timeline,Yellowjackets,Raising Our Voice,2018-09-14,9.0,313946.0,0,0,0,0,0,0,0,0,0
Birdyard,Joe Lovano Us Five,Bird Songs,2011,0.0,107853.0,0,0,0,0,0,0,0,0,0
Bond: The Cast,Gerald Clayton,Bond: The Paris Sessions,2010-01-01,23.0,225426.0,0,0,0,0,0,0,0,0,0
Alma Adentro,Miguel Zenón,Alma Adentro: The Puerto Rican Songbook,2011-08-30,0.0,415653.0,0,0,0,0,0,0,0,0,0
I Talk to the Trees,Randy Brecker,The Jazz Ballad Song Book,2008-10-20,0.0,385080.0,0,0,0,0,0,0,0,0,0
I Lift My Hands,Chris Tomlin,And If Our God Is For Us...,2010-01-01,45.0,278013.0,0,0,0,0,0,0,0,0,0
Your Love,Brandon Heath,Leaving Eden,2011,41.0,215720.0,0,0,0,0,0,0,0,0,0
Alive (Mary Magdalene),Natalie Grant,Music Inspired By The Story,2011-01-01,30.0,305693.0,0,0,0,0,0,0,0,0,0
Do Everything,Steven Curtis Chapman,re:creation,2011-01-01,34.0,232849.0,0,0,0,0,0,0,0,0,0
Window,Nana Grizol,Ursa Minor,2017-03-31,30.0,227866.0,0,0,0,0,0,0,0,0,0
Trust in Me,Fancy Nancy - Cast,Disney Junior Music: Fancy Nancy,2018-06-08,30.0,61933.0,0,0,0,0,0,0,0,0,0
Save Your Love For Me,Nancy Wilson,Nancy Wilson/Cannonball Adderley,1962,47.0,164866.0,0,0,0,0,0,0,0,0,0
Strong Enough to Bend,Nancy Muller,Georgia Rain,2007-01-01,0.0,160720.0,0,0,0,0,0,0,0,0,0
Hold On to Me,Nancy Wilson,Baby Guitars,2009,4.0,225445.0,0,0,0,0,0,0,0,0,0
Something Bigger,Mary Mary,Something Big,2011-03-28,18.0,197733.0,0,0,0,0,0,0,1,0,0
Let The Church Say Amen,Andrae Crouch,The Journey,2011-09-27,34.0,468280.0,0,0,0,0,0,0,0,0,0
Open Up The Door,Kim Burrell,The Love Album,2011-05-17,15.0,249453.0,0,0,0,0,0,0,0,0,0
Black & White,Royal Tailor,Black & White,2011-06-03,17.0,223066.0,0,0,0,0,0,0,0,0,0
What If We Were Real,Mandisa,What If We Were Real,2011-01-01,18.0,199947.0,0,0,0,0,0,0,0,0,0
The Great Awakening,Leeland,The Great Awakening,2011-09-16,23.0,185840.0,0,0,0,0,0,0,0,0,0
Nuestra Playa,Nana Mouskouri,Tierra Viva,1988-05-02,16.0,262693.0,0,0,0,0,0,0,0,0,0
Huevos Rancheros,Joan Sebastian,Huevos Rancheros,2011-01-01,29.0,168093.0,0,0,0,0,0,0,0,0,0
Eres Un Farsante,Paquita La Del Barrio,Eres Un Farsante,2010-09-20,3.0,161825.0,0,0,0,0,0,0,0,0,0
Orale',Mariachi Divas de Cindy Shea,Orale',2011-06-28,1.0,159040.0,0,0,0,0,0,0,0,0,0
"El Diablo (Tema De La Película ""El Infierno"")",Los Tucanes De Tijuana,El Árbol,2017-10-02,59.0,198466.0,0,0,0,0,0,0,0,0,0
Estaré Mejor,El Güero y Su Banda Centenario,Estaré Mejor,2011-06-07,25.0,159480.0,0,0,0,0,0,0,0,0,0
Homenaje A Los Rumberos,Edwin Bonilla,Homenaje A Los Rumberos,2010-10-05,4.0,406026.0,0,0,0,0,0,0,0,0,0
Blessed,Lucinda Williams,Blessed (Deluxe Edition),2011-01-01,14.0,348560.0,0,0,0,0,0,0,0,0,1
Hard Bargain,Emmylou Harris,Hard Bargain,2011-04-22,13.0,201613.0,0,0,0,0,0,0,0,0,1
Sleep with One Eye Open,Chris Thile,Sleep With One Eye Open,2011-05-06,18.0,195920.0,0,0,0,0,0,0,0,0,0
Are You Washed In The Blood,Ralph Stanley,A Mother's Prayer,2011-04-19,22.0,162413.0,0,0,0,0,0,0,0,0,0
My Rose of Old Kentucky,The Del McCoury Band,Old Memories: The Songs of Bill Monroe,2011-09-17,2.0,178266.0,0,0,0,0,0,0,0,0,0
Rare Bird Alert,Steve Martin,Rare Bird Alert,2011-01-01,32.0,159826.0,0,0,0,0,0,0,0,0,0
The Whole Enchilada,Keb' Mo',The Reflection (Deluxe Edition),2011-08-02,20.0,265933.0,0,0,0,0,0,0,0,0,0
Man In Motion,Warren Haynes,Man in Motion,2011-01-01,12.0,472400.0,0,0,0,0,0,0,0,0,0
Roadside Attractions,Marcia Ball,Roadside Attractions,2011-03-29,11.0,210120.0,0,0,0,0,0,0,0,0,0
The Way It Goes,Gillian Welch,The Harrow & The Harvest,2011-06-28,38.0,241957.0,0,0,0,0,0,0,0,0,1
Helplessness Blues,Fleet Foxes,Helplessness Blues,2011-05-03,49.0,303386.0,0,0,0,0,0,0,0,0,1
Grand Isle,Steve Riley and the Mamou Playboys,Grand Isle,2011-02-22,1.0,198253.0,0,0,0,0,0,0,0,0,0
Wild and Free,Ziggy Marley,Wild and Free,2011-06-14,18.0,290213.0,0,0,0,0,0,0,0,0,0
Africa For Africa,Femi Kuti,Africa For Africa,2011-04-12,1.0,231573.0,0,0,0,0,0,0,0,0,0
Turtleneck & Chain,The Lonely Island,Turtleneck & Chain (Explicit Version),2011-01-01,33.0,164240.0,0,0,0,0,0,0,0,0,0
Anything Goes,Nancy Harrow,Partners,2018-06-15,0.0,147346.0,0,0,0,0,0,0,0,0,0
Show Me How You Burlesque (Burlesque) - Original Motion Picture Soundtrack,Christina Aguilera,Burlesque Original Motion Picture Soundtrack,2010-11-22,49.0,179373.0,0,1,0,0,0,0,0,0,0
"Shift The Vision (D,E)",Nanten,Polyphonic Shrine (Disc Edition),2010-03-02,0.0,914413.0,0,0,0,0,0,0,0,0,0
Black Swan,Nani Kha,Archive,2022-10-10,0.0,293843.0,0,0,0,0,0,0,0,0,0
So Long,Zooey Deschanel,Winnie the Pooh,2011-01-01,36.0,208733.0,0,0,0,0,0,0,0,0,0
"Songs Without Words, Op. 62: No. 6, Allegro grazioso ""Spring Song"" (Arr. for Orchestra)",Anton Nanut,Piano Masterpieces,2022-02-12,0.0,125653.0,0,0,0,0,0,0,0,0,0
In the Beginning,Nanda,Into the Deep,2019-02-14,0.0,306146.0,0,0,0,0,0,0,0,0,0
The Windmills Of Your Mind,Nana Mouskouri,Falling In Love Again,1993-01-01,0.0,222146.0,0,0,0,0,0,0,0,0,0
On Broadway,Nancy Sinatra,Nancy In London,2006-04-25,10.0,167160.0,0,0,0,0,0,0,0,0,0
Marvin (Patches) - Ao Vivo,Nando Reis & Os Infernais,Sei - Como Foi em BH (Ao Vivo),2013-12-16,33.0,278909.0,0,0,0,0,0,0,0,0,0
Kind Of A Woman,Nancy Sinatra,Woman,1972-01-01,26.0,181974.0,0,0,0,0,0,0,0,0,0
The Seven Sounds of Dissolution,Nancy Hennings,Wolff / Hennings: Tibetan Bells II,1978-01-01,1.0,223133.0,0,0,0,0,0,0,0,0,0
"Perform This Way (Parody of ""Born This Way"" by Lady Gaga)","""Weird Al"" Yankovic",Alpocalypse,2011-06-17,33.0,175040.0,0,0,0,0,0,0,0,0,0
First of the Year (Equinox),Skrillex,More Monsters and Sprites EP,2011-06-07,61.0,261517.0,0,0,0,0,0,0,0,0,0
All Is Not Lost,OK Go,Of the Blue Colour of the Sky (Extra Nice Edition),2010-11-02,20.0,163520.0,0,0,1,0,0,0,0,0,0
Yes I Know,Memory Tapes,Player Piano,2011-07-05,15.0,219239.0,0,0,0,0,0,0,0,0,0
Beats Rhymes & Life the Travels of a Tribe Called Quest,Ambi-Lo-Fi Band,Cruisin,2021-03-05,0.0,295366.0,0,0,0,0,0,0,0,0,0
Need You Now,Lady A,Need You Now,2010-01-01,69.0,277573.0,1,1,0,0,1,0,0,0,0
The Suburbs,Arcade Fire,The Suburbs (Deluxe),2010-07-01,58.0,315026.0,1,0,1,0,0,0,0,0,0
Bad Romance,Lady Gaga,The Fame Monster (Deluxe Edition),2009-11-05,79.0,294573.0,1,1,0,0,0,0,0,0,0
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,2010-10-05,80.0,220734.0,1,1,0,0,0,0,0,0,0
"Imagine (feat. P!Nk, Seal, India.Arie, Jeff Beck, Konono N°1, & Oumou Sangare)",Herbie Hancock,The Imagine Project,2010-06-21,32.0,438360.0,1,0,0,1,0,0,0,0,0
Nessun Dorma,Jeff Beck,Emotion & Commotion,2010-03-10,42.0,176106.0,1,0,1,0,0,0,0,0,0
Take Your Pick,Larry Carlton,Take Your Pick,2010-06-22,0.0,289666.0,1,0,0,0,0,0,0,0,0
Dance In The Dark,Lady Gaga,The Fame Monster (Deluxe Edition),2009-11-05,53.0,288960.0,1,1,0,0,0,0,0,0,0
Only Girl (In The World),Rihanna,Loud (Japan Version),2010-01-01,81.0,235493.0,1,1,0,0,0,0,0,0,0
Bulletproof - Lagos Boys Choir Remix,La Roux,Bulletproof (Remixes),2009-01-01,5.0,316533.0,1,0,0,0,0,0,0,0,0
"Sgt. Pepper's Lonely Hearts Club Band/Helter Skelter - Recorded At Abbey Road Studios, London",Paul McCartney,Spotify Singles: Paul McCartney Box Set,2018-09-14,27.0,318976.0,1,0,1,0,0,0,0,0,0
Tighten Up,The Black Keys,Brothers,2010-05-18,59.0,211080.0,1,0,1,0,0,0,0,0,0
New Fang,Them Crooked Vultures,Them Crooked Vultures,2009-11-17,52.0,228639.0,1,0,1,0,0,0,0,0,0
El Dorado - 2015 Remaster,Iron Maiden,The Final Frontier (2015 - Remaster),2010-08-16,23.0,408853.0,1,0,1,0,0,0,0,0,0
Hammerhead,Jeff Beck,Emotion & Commotion,2010-03-10,37.0,255320.0,1,0,1,0,0,0,0,0,0
Keefak Bel Hob - The AB Brothers Remix,Nancy Ajram,Keefak Bel Hob (The AB Brothers Remix),2018-04-12,12.0,255908.0,1,0,0,0,0,0,0,0,0
Bittersweet,Fantasia,Back To Me,2010-08-20,36.0,236640.0,1,0,0,0,0,0,0,0,0
There Goes My Baby,Usher,Raymond v Raymond (Expanded Edition),2010-03-30,55.0,281293.0,1,1,0,0,0,0,1,0,0
Soldier of Love,Sade,Soldier of Love,2010-02-08,48.0,356653.0,1,0,0,0,0,0,0,0,0
Hang on in There,John Legend,Wake Up!,2010-09-17,22.0,435373.0,1,1,0,0,0,0,1,0,0
Fuck You,Nanette,A Bad Love Story,2022-03-06,0.0,256357.0,1,0,0,0,0,0,0,0,0
Let It Shine On Me,Nanci Griffith,Lone Star State Of Mind,1987-01-01,8.0,183360.0,1,0,0,0,0,0,0,0,1
Wake up Everybody (feat. Common & Melanie Fiona),John Legend,Wake Up!,2010-09-17,45.0,264866.0,1,1,0,0,0,0,1,0,0
Not Afraid,Eminem,Recovery,2010-06-18,77.0,248133.0,1,0,0,0,0,1,0,1,0
On To The Next One,JAY-Z,The Blueprint 3,2009-09-08,55.0,256133.0,1,0,0,0,0,1,0,1,0
Empire State Of Mind,JAY-Z,The Blueprint 3,2009-09-08,79.0,276920.0,1,0,0,0,0,1,0,1,0
The House That Built Me,Miranda Lambert,Revolution,2009-09-24,65.0,236626.0,1,0,0,0,0,0,0,0,0
'Til Summer Comes Around,Keith Urban,Defying Gravity,2009-01-01,38.0,331466.0,1,0,0,0,1,0,0,0,0
As She's Walking Away (feat. Alan Jackson),Zac Brown Band,You Get What You Give,2010-09-20,61.0,223826.0,1,0,0,0,1,0,0,0,0
Hummingbyrd,Marty Stuart,Ghost Train: The Studio B Sessions,2010-01-01,13.0,201333.0,1,0,0,0,1,0,0,0,0
Saxophone (Song of Miho),Paul Winter Consort,Miho: Journey to the Mountain,2010-09-22,10.0,200853.0,1,0,0,0,0,0,0,0,0
Grace,Bebe & Cece Winans,Still,2009-10-06,27.0,347253.0,1,0,0,0,0,0,0,0,0
What Does It Take,Nandu Bhende,Get Organized,1989-01-01,0.0,210760.0,1,0,0,0,0,0,0,0,0
Hello Hurricane,Switchfoot,Hello Hurricane,2009-11-03,35.0,244053.0,1,0,0,0,0,0,0,0,0
Love God Love People,Israel & New Breed,Love God. Love People. (The London Sessions),2010-08-31,16.0,289053.0,1,0,0,0,0,0,0,0,0
God Is There,Diamond Rio,The Reason,2009-09-22,23.0,258893.0,1,0,0,0,1,0,0,0,0
Still In Love With You,Bebe & Cece Winans,Bebe & Cece Winans,1987-01-01,15.0,246093.0,1,0,0,0,0,0,0,0,0
El Consejo,Grupo Fantasma,El Existential,2010-06-15,1.0,248399.0,1,0,0,0,0,0,0,0,0
Recuerdos De La Alhambra - Instrumental,Nana Mouskouri,Les triomphes de Nana Mouskouri,1995-01-01,30.0,244226.0,1,0,0,0,0,0,0,0,0
You Are Not Alone,Mavis Staples,You Are Not Alone,2010-09-14,42.0,237120.0,1,1,0,0,0,0,0,0,0
Living Proof,Buddy Guy,Living Proof,2010-10-25,8.0,225280.0,1,0,0,0,0,0,0,0,0
Snowden's Jig (Genuine Negro Jig),Carolina Chocolate Drops,Genuine Negro Jig,2010,38.0,232866.0,1,0,0,0,0,0,0,0,0
God Willin' & the Creek Don't Rise (with The Pariah Dogs),Ray LaMontagne,God Willin' & The Creek Don't Rise,2010-08-13,35.0,189133.0,1,0,0,0,0,0,0,0,0
My Zydeco Shoes,Chubby Carrier,Zydeco Junkie,2010-03-10,14.0,215600.0,1,0,0,0,0,0,0,0,0
Tomorrow's Children,Pete Seeger,Broadsides - Songs and Ballads,1964-01-01,0.0,115426.0,1,0,0,0,0,0,0,0,1
I'm Crazy for You,Nancy Mareen,Heartbeat,2009-09-09,0.0,185977.0,1,0,0,0,0,0,0,0,0
The Weary Kind (Theme from Crazy Heart),Ryan Bingham,Crazy Heart: Original Motion Picture Soundtrack (Deluxe Edition),2010-01-19,32.0,258200.0,1,0,0,0,0,0,0,0,0
Não Se Esqueça de Mim (feat. Erasmo Carlos),Nana Caymmi,Sem Poupar Coração,2009-04-10,45.0,227546.0,1,0,0,0,0,0,0,0,0
Baba Yetu,Nancyanne Wanja,Baba Yetu,2018-11-28,0.0,192731.0,1,0,0,0,0,0,0,0,0
Love The Way You Lie,Eminem,Recovery,2010-06-18,81.0,263373.0,0,0,0,0,0,1,0,1,0
Teenage Dream,Katy Perry,Teenage Dream,2010-01-01,69.0,227741.0,0,1,0,0,0,0,0,0,0
Drake,nancy's early years,Music to Break Things By,1999-07-13,0.0,276036.0,0,0,0,0,0,0,0,0,0
DJ BABY JUSTIN BIEBER INS,NANDO GRD,DJ BABY JUSTIN BIEBER INS,2022-10-06,3.0,277913.0,0,0,0,0,0,0,0,0,0
